CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
28207,Hyundai,,,25000,30000, Diesel ,Gray,First,Houston
28208,Ford,Civic,2010,,60000, Diesel ,Red,Third,
28209,BMW,,2015,20000,45000, Diesel ,Blue,Second,Miami
28210,Tesla,,2010,30000,75000, Diesel ,White,Second,Los Angeles
28211, Nissan ,,2012,60000,45000,Electric,Black,Second,Miami
28212,,Civic,2018,60000,45000,Hybrid,Silver,,New York
28213,Honda,Model S,2018,50000,60000,,Silver,First,Miami
28214,Ford,Accord,2015,50000,30000, Diesel ,Gray,Second, Chicago 
28215,BMW,,2015,30000,,,Silver,Second,Los Angeles
28216,Ford,Corolla,2018,60000,100000,Hybrid,Red,,
28217,BMW,Accord,2018,60000,60000,Electric,Gray,First,
28218,BMW,,2010,40000,100000,,Black,First,Miami
28219, Nissan ,,2010,,60000, Diesel ,White,First,
28220,Honda,Corolla,2012,20000,75000,Hybrid,Silver,,Los Angeles
28221,Tesla,Civic,2012,30000,100000, Diesel ,Gray,Third,Houston
28222,BMW,Focus,2010,20000,15000,Petrol,White,First,
28223,Tesla,Corolla,2012,20000,15000,Petrol,,Third,Los Angeles
28224,Honda,Mustang ,2020,25000,30000,,Gray,First,Phoenix
28225,Tesla,Focus,,40000,, Diesel ,White,Third,Los Angeles
28226,Hyundai,Model S,2010,60000,45000,Electric,,Second,
28227, Nissan ,Model S,2012,20000,45000,Electric,Silver,Third,Houston
28228, Nissan ,,2012,40000,45000,,Red,Third,Los Angeles
28229,Toyota,Accord,2015,25000,45000,Hybrid,White,,Miami
28230, Nissan ,,2015,20000,30000,Electric,White,Second,New York
28231,BMW,Civic,2015,40000,30000,,White,Second, Chicago 
28232,Honda,Focus,2018,60000,15000,Hybrid,Blue,,Miami
28233, Nissan ,Model S,,,45000,Electric,Blue,Second,New York
28234,Ford,Model S,2018,40000,45000,Petrol,White,Third,New York
28235,Honda,,2018,,,Petrol,Blue,Second,Phoenix
28236,BMW,,2010,25000,45000,Hybrid,Gray,Third,
28237,Honda,Civic,2015,25000,75000, Diesel ,Silver,Third, Chicago 
28238, Nissan ,,2015,50000,30000,Petrol,Black,First,Phoenix
28239,Ford,Mustang ,2010,,15000,Petrol,Black,,New York
28240,Toyota,Accord,2018,30000,60000,Petrol,Silver,Second,Houston
28241,BMW,,,20000,100000,Petrol,Blue,Third,
28242,,Accord,2012,20000,75000,Electric,Black,,Phoenix
28243,Hyundai,Mustang ,2020,,45000,Hybrid,White,,Los Angeles
28244,BMW,Accord,2015,20000,45000,Hybrid,White,Third,Houston
28245,Honda,Civic,2018,25000,100000, Diesel ,Black,First,Phoenix
28246,,,2012,50000,60000,Electric,Blue,Third,Los Angeles
28247,,Accord,2015,50000,75000,,White,First,New York
28248,Tesla,Accord,2015,30000,75000,Hybrid,Red,,Phoenix
28249,,Mustang ,2020,,60000, Diesel ,Gray,Second,Houston
28250,Tesla,,2018,25000,,,Silver,Second,Houston
28251,Hyundai,,,25000,75000,Electric,White,,Miami
28252,,Focus,2010,60000,30000,Petrol,,Second, Chicago 
28253,Ford,Model S,2012,60000,45000,Hybrid,White,First,Los Angeles
28254,Toyota,Corolla,2012,,60000,Petrol,Blue,Third,Los Angeles
28255,Toyota,Model S,2018,,15000,,Blue,Second, Chicago 
28256,,Focus,2012,60000,60000, Diesel ,White,,Miami
28257,Honda,Corolla,2010,40000,100000,Electric,Red,Second, Chicago 
28258,Honda,Model S,2012,25000,75000,Hybrid,Red,Third,
28259,Tesla,Civic,2018,20000,100000,,Silver,,New York
28260, Nissan ,Mustang ,2010,50000,60000,Electric,Red,Second,Miami
28261,Toyota,Focus,2020,30000,100000,,Red,Second, Chicago 
28262, Nissan ,Civic,,40000,30000,Petrol,Gray,First,Miami
28263,Toyota,Civic,2018,25000,45000,Electric,Silver,Third,New York
28264, Nissan ,Model S,,60000,100000, Diesel ,Blue,Third,Phoenix
28265, Nissan ,Mustang ,2020,,75000,Hybrid,Red,First,Phoenix
28266,Toyota,Accord,2012,50000,100000,Hybrid,Red,First, Chicago 
28267,Hyundai,Corolla,,30000,60000,Petrol,White,First,Los Angeles
28268,Ford,Accord,2010,30000,60000,Electric,Black,,Houston
28269,Ford,,,25000,45000,Petrol,Black,Third,Phoenix
28270,Honda,,2012,20000,30000,Hybrid,Red,First,New York
28271, Nissan ,Focus,2018,30000,45000,Electric,Red,First,Houston
28272, Nissan ,Civic,2020,25000,100000,Electric,Black,Third,Miami
28273,Hyundai,Focus,2020,60000,30000,Electric,Red,First,
28274, Nissan ,Model S,2012,30000,,Petrol,Silver,Third,
28275,Hyundai,Mustang ,2018,20000,45000,Petrol,Silver,,Miami
28276, Nissan ,Mustang ,2012,40000,,Petrol,Red,Third,Los Angeles
28277, Nissan ,Civic,,60000,30000, Diesel ,White,First,New York
28278,Hyundai,,2015,25000,60000,Hybrid,Blue,,
28279,Tesla,Model S,2018,25000,15000,Petrol,Black,Third,Houston
28280,BMW,Model S,2018,40000,30000,Petrol,Red,Second, Chicago 
28281, Nissan ,Accord,2010,60000,60000, Diesel ,Blue,First,New York
28282,Tesla,Focus,2015,50000,15000,,Silver,First,Houston
28283,Ford,Mustang ,2020,50000,100000,,,,Miami
28284, Nissan ,Focus,2012,,,Electric,Gray,First,New York
28285,Ford,Accord,2020,25000,60000,Petrol,Silver,First, Chicago 
28286,Honda,Mustang ,2018,50000,100000,Petrol,Red,First, Chicago 
28287,BMW,Corolla,,,45000,Electric,Red,Third,Los Angeles
28288,Toyota,,2012,25000,45000,Hybrid,Black,Second,
28289,BMW,,2020,60000,45000,Petrol,White,First,Houston
28290, Nissan ,Focus,2012,60000,60000,Electric,,Third,Houston
28291, Nissan ,,2020,60000,30000,,Silver,Second,Los Angeles
28292,Hyundai,,2012,50000,75000,Petrol,Silver,Third,New York
28293,BMW,Model S,2020,30000,, Diesel ,Red,Second,Los Angeles
28294,BMW,Accord,2020,20000,60000,,Red,Third,Houston
28295,Honda,Accord,2012,30000,100000,Electric,Red,First,Los Angeles
28296,,Civic,2010,25000,15000,Electric,Black,, Chicago 
28297,Ford,Civic,2012,60000,75000,Hybrid,Black,Third,
28298,Hyundai,Corolla,,,100000,Hybrid,Red,Second,Miami
28299,Toyota,Civic,2020,,60000,Petrol,Black,,Los Angeles
28300,Hyundai,Accord,2015,40000,60000,Electric,Black,First,Phoenix
28301,,,2018,40000,100000, Diesel ,Black,First,Phoenix
28302,BMW,Accord,2010,50000,75000,Electric,Blue,Third,New York
28303,Toyota,Model S,,60000,,Petrol,Blue,Second,
28304,BMW,Accord,2012,40000,30000,Petrol,Gray,,Miami
28305,Hyundai,Civic,2018,50000,100000,,,First,Houston
28306,Ford,,,20000,30000,Electric,Silver,,Miami
28307,Toyota,Accord,2010,50000,30000,Hybrid,Red,Third,Miami
28308,,,2015,40000,30000, Diesel ,,,New York
28309,Tesla,Focus,2018,,,Hybrid,Gray,Third,New York
28310,Ford,Mustang ,,50000,100000,Hybrid,,First,New York
28311,,Accord,2012,60000,15000,Petrol,Silver,,Miami
28312,Toyota,Focus,2015,30000,60000,Electric,Gray,Second,Miami
28313,BMW,Civic,2012,25000,100000,Electric,Silver,Third,
28314,,Focus,,40000,45000,Hybrid,White,Third,Miami
28315,BMW,,2018,20000,30000,Petrol,Black,,
28316,Ford,,2012,30000,,Petrol,Silver,,
28317,Ford,Focus,,60000,60000,Petrol,Silver,Third,Los Angeles
28318,,Mustang ,2015,50000,30000,Electric,Gray,Second,Phoenix
28319,BMW,Model S,2015,,75000,Petrol,,Third,Los Angeles
28320,Toyota,Focus,2018,20000,30000, Diesel ,Silver,First,Miami
28321,,Model S,2018,25000,100000, Diesel ,Silver,Second, Chicago 
28322,Tesla,Mustang ,2020,60000,75000, Diesel ,Silver,Third, Chicago 
28323,Hyundai,Focus,2015,50000,100000,Petrol,White,First,New York
28324,Honda,,,50000,75000, Diesel ,Black,Second,Miami
28325,Ford,Accord,2020,50000,75000,,White,Second,Houston
28326,BMW,,2012,40000,60000, Diesel ,Silver,Second,Los Angeles
28327,Toyota,Focus,2018,25000,, Diesel ,White,Second,
28328,Ford,Corolla,,25000,30000,,Blue,,New York
28329,Toyota,Model S,2010,,15000,Electric,White,Second,Los Angeles
28330,Ford,Corolla,,30000,60000,,Black,Second,
28331,BMW,,2012,40000,60000, Diesel ,Gray,Second,Miami
28332,Toyota,Mustang ,2020,,,Hybrid,Silver,, Chicago 
28333,BMW,Model S,2015,30000,, Diesel ,White,Second,Houston
28334,Toyota,Accord,2018,30000,75000, Diesel ,White,,
28335,Ford,Mustang ,2018,20000,30000,Hybrid,White,Second,New York
28336,Honda,Focus,,60000,100000,Hybrid,Silver,Third,Los Angeles
28337,Hyundai,Model S,2012,60000,60000,Electric,Gray,Second,New York
28338,Hyundai,Model S,,60000,60000, Diesel ,White,First,Houston
28339,Honda,Mustang ,2012,,60000,Hybrid,White,,Los Angeles
28340,Hyundai,Civic,2018,,60000, Diesel ,,Third,Phoenix
28341,,Accord,2020,30000,, Diesel ,White,Second,New York
28342,Tesla,Model S,2015,40000,,,Gray,First, Chicago 
28343,Tesla,Accord,2018,20000,100000,Hybrid,,First,Los Angeles
28344,,,2018,50000,100000,Petrol,Red,Third, Chicago 
28345,,Accord,2012,60000,100000, Diesel ,Red,Third, Chicago 
28346, Nissan ,Corolla,2015,50000,100000,Petrol,White,Third,Houston
28347,BMW,Corolla,2018,50000,,Petrol,Gray,First,Miami
28348,Toyota,Accord,2012,60000,75000,,Black,First,New York
28349,Tesla,Focus,2010,40000,60000, Diesel ,Blue,First,Los Angeles
28350,Ford,Civic,2018,25000,60000,,,Third,Houston
28351,,Corolla,2010,30000,75000,Electric,White,Third,New York
28352,Hyundai,Mustang ,2015,50000,75000, Diesel ,Silver,First,Phoenix
28353,Honda,Corolla,2015,50000,60000,Electric,Black,Second,Houston
28354,Toyota,Model S,2018,25000,15000,Petrol,Blue,Second,New York
28355, Nissan ,Accord,,40000,,,Black,First,New York
28356,Honda,,2020,50000,75000,Electric,Blue,, Chicago 
28357,Hyundai,Accord,2012,60000,100000,Petrol,Blue,Second,New York
28358,,Accord,2012,20000,,,Gray,First,
28359,Toyota,,2020,30000,45000,,White,,Miami
28360,,Focus,2010,60000,45000,Electric,Red,Second,Phoenix
28361,Tesla,,,30000,,,Gray,First,
28362,Tesla,Corolla,,50000,45000,Petrol,Silver,Third,
28363,BMW,Model S,2015,20000,15000,Electric,Silver,Third, Chicago 
28364,Hyundai,,2018,50000,75000,Hybrid,Black,,Los Angeles
28365, Nissan ,Civic,2012,60000,30000,Electric,Black,First,Los Angeles
28366,Toyota,Civic,2012,50000,, Diesel ,Gray,Third,New York
28367, Nissan ,Civic,2018,,75000,,White,Second,Phoenix
28368,Ford,,2018,50000,75000,Petrol,Gray,,Los Angeles
28369, Nissan ,Model S,2012,40000,60000,,,, Chicago 
28370,,,2012,30000,100000,Petrol,Red,Third,Los Angeles
28371,,Corolla,2012,60000,75000,,Black,Third,
28372,Tesla,,2018,30000,15000,Electric,Blue,,Los Angeles
28373,BMW,Mustang ,,25000,45000,Electric,White,Second,New York
28374,Hyundai,Mustang ,2010,25000,15000, Diesel ,Black,Third,Miami
28375,,Accord,2012,20000,75000,Hybrid,Gray,Second,Phoenix
28376,Tesla,Civic,2010,20000,15000,,Red,Third,Miami
28377,Honda,Civic,2012,60000,,Hybrid,Silver,Third,Los Angeles
28378,Tesla,Accord,2018,50000,15000, Diesel ,,Third, Chicago 
28379,Toyota,Model S,2020,,15000,Electric,Blue,Second,Miami
28380,Hyundai,Focus,2010,50000,100000,Hybrid,Gray,, Chicago 
28381,BMW,Civic,2020,30000,45000,Electric,Silver,,Miami
28382,,Civic,2012,40000,15000,Electric,Black,Second,Los Angeles
28383,Toyota,Focus,2012,,30000, Diesel ,Gray,Second,Houston
28384,Ford,,,40000,30000,Hybrid,Black,Third,
28385,Ford,Civic,2018,40000,15000,Hybrid,White,Second,
28386,Tesla,Model S,2020,50000,45000,Petrol,Blue,Third,New York
28387,BMW,Mustang ,2020,50000,45000,Electric,,,Los Angeles
28388, Nissan ,,2012,30000,75000,Electric,Silver,Third,New York
28389,BMW,,2015,20000,,Petrol,Red,First,Phoenix
28390,BMW,Civic,,20000,75000,,Black,First,New York
28391,BMW,,2015,20000,30000,Electric,Gray,Second, Chicago 
28392,Tesla,,2020,40000,60000, Diesel ,Gray,First, Chicago 
28393,Toyota,Model S,2020,60000,75000,Electric,Silver,,Houston
28394,Tesla,,2010,60000,60000, Diesel ,Gray,First,
28395, Nissan ,Accord,2012,60000,100000,Petrol,Gray,Second,Phoenix
28396,Toyota,Civic,2015,50000,30000,Petrol,Gray,Second,Houston
28397, Nissan ,Civic,2018,,30000, Diesel ,,,Phoenix
28398,Honda,Accord,2010,20000,45000,Electric,Gray,First,Los Angeles
28399,Honda,Mustang ,2015,50000,30000,,Blue,,Houston
28400,Hyundai,Accord,2012,30000,100000,,Gray,First,Los Angeles
28401,,Accord,2012,60000,75000,Electric,Red,First,Miami
28402,,Focus,,50000,45000, Diesel ,Silver,Third,
28403,Toyota,Corolla,2012,25000,75000,,Gray,, Chicago 
28404,Tesla,Focus,2015,50000,45000,Hybrid,Black,Second,
28405, Nissan ,Model S,2012,25000,60000,Electric,Silver,First,Miami
28406, Nissan ,Model S,,60000,100000,Hybrid,Gray,,Phoenix
28407,,Mustang ,2018,,,Hybrid,Gray,Third,Phoenix
28408,,Civic,,25000,100000,Petrol,Silver,,Phoenix
28409,Ford,Corolla,2012,25000,30000,Electric,Blue,Third,Phoenix
28410, Nissan ,Focus,2010,25000,,Hybrid,,Third,New York
28411,Tesla,Mustang ,,25000,15000, Diesel ,Silver,Second,Houston
28412,Ford,Mustang ,2018,50000,60000,Petrol,Black,Second,Houston
28413,Tesla,Corolla,2010,60000,30000,Electric,Black,Third,Miami
28414,BMW,Civic,,25000,75000,Hybrid,Red,Second,Houston
28415, Nissan ,Mustang ,,60000,100000,Hybrid,Blue,,Miami
28416,BMW,Mustang ,2010,60000,30000,Hybrid,Blue,,New York
28417,Honda,,2020,20000,,Hybrid,Blue,Second,Los Angeles
28418,Honda,Civic,2020,40000,15000,Petrol,,,Miami
28419,Toyota,Mustang ,2012,30000,45000, Diesel ,Blue,First,Miami
28420, Nissan ,Civic,2018,30000,,,Black,First, Chicago 
28421,,Corolla,2015,30000,60000,Hybrid,Black,Second,Houston
28422,Ford,Model S,2020,25000,15000,Electric,Red,Third,Houston
28423,BMW,,2018,,100000,Hybrid,White,First,
28424,Tesla,,2020,60000,100000,Petrol,,,New York
28425, Nissan ,Mustang ,,40000,, Diesel ,Blue,Third,Miami
28426,Toyota,Model S,2018,30000,30000,Electric,,First,Los Angeles
28427,Tesla,Corolla,2012,30000,,Electric,Black,Second,Miami
28428,BMW,Corolla,2010,20000,60000,Petrol,Silver,Third, Chicago 
28429, Nissan ,Model S,2020,50000,60000,Electric,White,Third,Miami
28430,,Focus,2010,30000,60000, Diesel ,,First,Los Angeles
28431,BMW,Corolla,,40000,, Diesel ,Black,Second,Miami
28432, Nissan ,Mustang ,2010,50000,100000, Diesel ,White,Second,
28433, Nissan ,Model S,2015,50000,60000,Petrol,White,Second, Chicago 
28434,BMW,Focus,2015,,100000,Petrol,Blue,,
28435,BMW,Civic,2012,20000,75000,Hybrid,White,Second,Miami
28436,Tesla,,2018,40000,45000, Diesel ,Gray,Second,Los Angeles
28437,Toyota,Model S,2012,30000,60000, Diesel ,White,Second,Los Angeles
28438,BMW,Mustang ,2018,20000,15000,Electric,Gray,,Houston
28439,Honda,Corolla,,,30000,Hybrid,Gray,Second,New York
28440,Hyundai,,2015,40000,,,White,Second, Chicago 
28441,Toyota,Focus,2012,,100000,Hybrid,Gray,,
28442,Honda,Mustang ,2018,,,Hybrid,White,Second,New York
28443,Tesla,,,25000,60000, Diesel ,,Third,
28444,BMW,Mustang ,2015,40000,,Hybrid,Silver,Third,New York
28445,Toyota,Accord,2018,50000,, Diesel ,Blue,First,New York
28446,,Model S,2012,30000,15000,,Red,,Miami
28447,BMW,Civic,2020,20000,,Electric,Silver,First,Phoenix
28448, Nissan ,Focus,2020,40000,30000,Petrol,Red,First,Houston
28449,BMW,Mustang ,,60000,100000,Electric,Blue,Second,
28450,,Focus,2012,40000,,,Red,First,Miami
28451,Toyota,Focus,,20000,15000, Diesel ,Blue,, Chicago 
28452,BMW,,2010,40000,75000,,Black,Second, Chicago 
28453,BMW,Civic,,40000,45000,,White,,Los Angeles
28454,Ford,Mustang ,2020,20000,45000,,,Third,New York
28455,Ford,Model S,,40000,, Diesel ,White,Second,
28456,Toyota,Model S,2020,50000,15000,Electric,White,First,Miami
28457,Toyota,,2020,20000,45000, Diesel ,Black,Second,Phoenix
28458, Nissan ,Accord,2010,20000,100000,Petrol,Silver,Third,New York
28459, Nissan ,Mustang ,2015,30000,15000,Hybrid,Red,Third, Chicago 
28460,Hyundai,Model S,2015,40000,45000,,Red,Third,Los Angeles
28461,BMW,Model S,2010,30000,75000,Petrol,Red,Second,Miami
28462,Honda,Civic,,30000,15000,Petrol,Gray,Third,New York
28463,Toyota,,2010,60000,,,Silver,First,
28464,,,2012,30000,45000,Hybrid,,First,New York
28465,BMW,Focus,2012,25000,60000,Hybrid,Black,Second,Houston
28466,Honda,Model S,,,,Hybrid,Silver,,Miami
28467,Ford,Corolla,2012,50000,, Diesel ,Black,Second, Chicago 
28468, Nissan ,Accord,2015,40000,15000, Diesel ,Blue,Third,Phoenix
28469,,Civic,,30000,,Petrol,White,First, Chicago 
28470,Toyota,Civic,2018,50000,45000,Electric,Silver,Third,New York
28471,BMW,Mustang ,2020,25000,,Hybrid,Gray,Second,Los Angeles
28472,Ford,Accord,2012,25000,,Electric,Black,,
28473,Hyundai,Accord,2020,40000,100000,Petrol,White,Third,Houston
28474,Tesla,Corolla,2010,40000,75000,Hybrid,Blue,Third, Chicago 
28475,Ford,Focus,2015,,15000, Diesel ,Black,First,Miami
28476,BMW,Corolla,2012,,,,Gray,,Houston
28477,Hyundai,Accord,,25000,30000,Electric,,, Chicago 
28478, Nissan ,Mustang ,,20000,30000,Hybrid,Red,First,
28479,Honda,Accord,2018,30000,45000,Hybrid,Gray,First,New York
28480,,Corolla,,40000,15000,Hybrid,,First,Los Angeles
28481,,Focus,2015,60000,45000,,Gray,Second, Chicago 
28482,Tesla,Corolla,2010,40000,,,Black,, Chicago 
28483,,Mustang ,,,15000,Hybrid,Black,Second,Miami
28484,Tesla,Focus,,30000,60000,Petrol,Blue,First,Phoenix
28485,Hyundai,Accord,,40000,15000,Electric,,,Phoenix
28486, Nissan ,Accord,2020,,,Hybrid,White,Second,
28487,Tesla,Accord,2015,20000,30000, Diesel ,Black,,New York
28488,Toyota,Model S,2020,30000,, Diesel ,,Third,Houston
28489,BMW,Focus,,30000,30000,Petrol,Red,Third, Chicago 
28490,Hyundai,Accord,2012,,15000,Electric,Blue,,Houston
28491,,,,60000,,Petrol,Blue,Third,New York
28492,Tesla,Mustang ,,,45000, Diesel ,White,Third,Miami
28493,Ford,,2010,25000,15000, Diesel ,Black,Second, Chicago 
28494,Honda,Corolla,2018,40000,, Diesel ,White,,
28495,BMW,,2015,20000,100000,,Black,Third,Los Angeles
28496, Nissan ,Focus,,,75000, Diesel ,Gray,Second,Miami
28497,,Model S,2020,25000,15000,Petrol,Red,First,Miami
28498,Ford,Focus,2010,40000,15000,Hybrid,Silver,Second,Miami
28499,Toyota,Civic,2010,30000,75000,Electric,Black,First,Phoenix
28500,Tesla,Corolla,2012,30000,,Petrol,,,
28501,Ford,Accord,2015,25000,75000,Electric,,,Los Angeles
28502,BMW,Model S,2012,20000,15000,,Blue,Third,Phoenix
28503,,Corolla,2012,40000,60000,Hybrid,Red,Third, Chicago 
28504,Ford,Civic,2012,25000,,,Silver,Third,Phoenix
28505,Toyota,,2010,30000,60000,,Silver,Second,New York
28506,Honda,Civic,2020,,30000,Petrol,Red,Third,
28507,Hyundai,,2020,30000,15000,Hybrid,,,Houston
28508,Tesla,Corolla,2018,20000,30000,Hybrid,Red,Second,Los Angeles
28509,BMW,Corolla,,30000,30000, Diesel ,White,Third,
28510,,Accord,2018,20000,30000,,Silver,First,Phoenix
28511,Hyundai,Accord,2020,30000,100000,,Black,, Chicago 
28512,Tesla,Corolla,2012,30000,15000,Electric,White,,Phoenix
28513,Tesla,Accord,2010,20000,100000, Diesel ,Red,,
28514, Nissan ,Focus,2012,20000,30000, Diesel ,,,Miami
28515,Tesla,Model S,2012,60000,75000,Hybrid,Red,Second,New York
28516,Ford,Focus,2012,20000,100000,,Silver,,New York
28517,Ford,Mustang ,2015,30000,75000, Diesel ,Red,Third,Phoenix
28518,Hyundai,Mustang ,2015,20000,30000,Electric,White,First,
28519,Honda,Civic,2012,50000,75000,,Black,Second,Los Angeles
28520,Toyota,Mustang ,2018,40000,,Hybrid,Silver,Second,Los Angeles
28521,,Model S,2018,60000,30000, Diesel ,White,, Chicago 
28522,Hyundai,Corolla,2020,,75000, Diesel ,,First,
28523,,Corolla,2010,60000,45000,Petrol,Blue,,
28524,Hyundai,Corolla,2015,60000,15000,,Blue,Second, Chicago 
28525,BMW,,,25000,,Hybrid,White,Second,Miami
28526,Ford,Civic,2012,30000,60000,Hybrid,,,Los Angeles
28527,Tesla,Focus,,20000,100000, Diesel ,Red,First,Houston
28528,Toyota,Accord,2015,20000,45000,Electric,White,Third,Miami
28529,Hyundai,Civic,,60000,75000,,Blue,Second,
28530,BMW,Mustang ,2020,40000,75000,Hybrid,Black,Second,Miami
28531,,,2018,30000,60000,Hybrid,Gray,Third,Miami
28532,BMW,,2018,25000,45000,Petrol,Silver,,New York
28533,BMW,Civic,2010,30000,,,Silver,Second,Los Angeles
28534,,,2010,50000,45000,,White,Third, Chicago 
28535,BMW,Accord,2020,,15000,,Silver,,Los Angeles
28536,Honda,Model S,2010,30000,100000,,Silver,Third,Phoenix
28537,BMW,Corolla,2020,25000,15000,Hybrid,Gray,Third,
28538,Toyota,Focus,,,15000, Diesel ,Silver,,
28539,Hyundai,,,50000,45000,Petrol,Red,Third,Houston
28540,Ford,Focus,2015,,,Electric,Blue,Third,Phoenix
28541,Toyota,Corolla,2012,25000,75000,Hybrid,White,Second,
28542,Tesla,Accord,2018,40000,30000,,Silver,Second,New York
28543, Nissan ,Civic,2012,20000,,Petrol,Gray,Third, Chicago 
28544,Honda,Mustang ,,40000,, Diesel ,Black,, Chicago 
28545,Honda,Accord,2015,,60000,Electric,Blue,First,Phoenix
28546,Tesla,Corolla,,25000,75000,,Red,Third,Miami
28547,,Focus,2010,40000,, Diesel ,Gray,Third,
28548,Toyota,Model S,2018,40000,30000,Hybrid,Gray,Third,Miami
28549,Toyota,Civic,2010,20000,45000,Electric,,,Houston
28550,Tesla,,2012,40000,45000,,Red,Third,New York
28551,,Model S,,30000,30000,Electric,White,Second,Phoenix
28552, Nissan ,Corolla,2010,50000,45000, Diesel ,,,Phoenix
28553,BMW,Focus,2020,60000,15000,,White,First,New York
28554,,Focus,2012,25000,45000,,,Second,Miami
28555,Hyundai,Focus,2010,60000,15000, Diesel ,,Third,Los Angeles
28556,BMW,Corolla,2012,40000,30000,Petrol,Silver,Third,Phoenix
28557,Hyundai,Civic,2010,20000,30000, Diesel ,Red,First,Miami
28558,Ford,,2010,,100000,Petrol,Red,Second,Miami
28559,Toyota,Model S,,30000,,Hybrid,Red,,
28560,Toyota,Corolla,,30000,45000,,Red,First,Phoenix
28561,Tesla,Focus,,20000,100000, Diesel ,Silver,Second,Houston
28562,Tesla,,2012,,60000,Electric,Black,Second,Miami
28563,BMW,Focus,2015,40000,75000,Electric,Blue,Third,Houston
28564,,Corolla,2012,30000,45000,,Blue,Second,Los Angeles
28565,Toyota,Focus,2018,25000,,Electric,Black,Third,Phoenix
28566,Toyota,Corolla,2018,30000,100000,Electric,,Second,
28567,Honda,Mustang ,2015,30000,45000,Electric,Black,First, Chicago 
28568,Hyundai,Focus,2010,30000,60000,,Silver,, Chicago 
28569,Ford,Corolla,2012,30000,45000, Diesel ,Blue,,Los Angeles
28570,Ford,Focus,,60000,60000,,,Second,New York
28571,Hyundai,,2010,,60000,,Red,First,New York
28572,BMW,,2010,20000,100000,Petrol,Blue,Second,Phoenix
28573, Nissan ,Focus,2018,30000,,Petrol,Red,Second,Los Angeles
28574,,Focus,,40000,60000,Petrol,Blue,Third, Chicago 
28575,Toyota,Corolla,,20000,30000,Petrol,Blue,Second,New York
28576,Honda,Corolla,2012,30000,60000,Petrol,,Third,
28577,,Corolla,2020,30000,30000, Diesel ,Blue,,
28578,Toyota,Civic,,60000,30000,Petrol,Gray,First,Los Angeles
28579,Tesla,Focus,,50000,15000,Hybrid,Black,,Phoenix
28580,,Accord,2018,25000,15000,Hybrid,,First,New York
28581,BMW,Focus,,,30000,,Black,,New York
28582,,Focus,2010,20000,60000,,White,,
28583, Nissan ,Focus,2010,30000,100000,Hybrid,,Third,
28584,,Corolla,2020,20000,60000,Hybrid,White,First,Los Angeles
28585,,Mustang ,2010,60000,100000, Diesel ,,Third,Phoenix
28586,,Mustang ,2015,60000,60000,Hybrid,White,, Chicago 
28587,Ford,Mustang ,2020,,15000,Electric,White,Third,
28588,Toyota,Mustang ,,60000,15000,Hybrid,Red,,
28589, Nissan ,Corolla,2010,20000,75000,Petrol,White,Second,
28590,Hyundai,Civic,2018,25000,30000, Diesel ,Silver,Second,Phoenix
28591,BMW,Mustang ,2018,20000,60000,Electric,,First,Los Angeles
28592,Hyundai,Corolla,2015,20000,45000, Diesel ,White,First,Houston
28593,Ford,Accord,2020,25000,30000,Hybrid,Gray,Third,
28594,Toyota,Focus,2020,,100000,Petrol,,Second, Chicago 
28595,Honda,Focus,2010,60000,75000,,Red,First,
28596,BMW,Mustang ,2010,40000,,Electric,Black,First,Houston
28597,Toyota,Model S,2012,,75000,Petrol,White,Third,New York
28598,Ford,Corolla,,30000,30000,Petrol,White,, Chicago 
28599,Ford,Model S,2015,30000,75000, Diesel ,Gray,First,Houston
28600,Honda,Focus,2020,25000,100000,Hybrid,White,Second,Houston
28601,BMW,Corolla,2010,20000,100000,,White,,Miami
28602,BMW,Mustang ,,25000,15000,Petrol,Black,Second,New York
28603, Nissan ,Focus,2020,20000,30000,,White,Third,Miami
28604,Toyota,Model S,,50000,75000,,Gray,,Los Angeles
28605, Nissan ,Mustang ,2015,30000,60000,Petrol,Black,Third,Miami
28606,Ford,Model S,2018,50000,75000,,Silver,Second,Phoenix
28607,Hyundai,,2015,30000,15000,Petrol,Black,Second,Los Angeles
28608,Ford,Mustang ,2020,20000,15000,Petrol,Red,, Chicago 
28609,,,2010,40000,100000, Diesel ,White,First,Phoenix
28610,Honda,Corolla,2020,50000,75000, Diesel ,Silver,Second,New York
28611,Honda,Corolla,2012,50000,45000, Diesel ,Black,First,Miami
28612,Hyundai,Mustang ,,60000,60000, Diesel ,Silver,Third,Houston
28613,Hyundai,Corolla,2015,40000,60000,Electric,Silver,,Miami
28614,BMW,Corolla,2012,30000,,Petrol,Gray,,Los Angeles
28615,Hyundai,Corolla,2020,,45000,Hybrid,Red,Third,New York
28616, Nissan ,Corolla,2020,25000,75000,Electric,Silver,Third,
28617,Ford,Accord,,25000,100000,Hybrid,,Second, Chicago 
28618,,Corolla,2012,,45000,,Red,First,Houston
28619,Toyota,Model S,2010,25000,,Hybrid,Black,First,Miami
28620,,Model S,2010,50000,30000, Diesel ,Silver,First,Los Angeles
28621,Tesla,Model S,2015,20000,, Diesel ,Red,,New York
28622,Toyota,Accord,,60000,,Petrol,,,Los Angeles
28623,Honda,Focus,2012,20000,100000, Diesel ,Red,Third,Los Angeles
28624,Toyota,Mustang ,2015,40000,100000,,Blue,Second,Phoenix
